,Unnamed: 0,project_value,nlp_x,nlp_y,cluster,permit_id
6485,6485,55498.90750182082,0.2769516673220998,0.1103881112393045,1,R2021-06485
6486,6486,322990.053557766,0.3910132065732468,-0.0775762812845301,2,R2018-06486
6487,6487,149411.76470588235,0.3193387336841888,0.2216606890196714,1,R2017-06487
6488,6488,45560.53811659192,0.277630078244216,0.0581463166562098,0,R2019-06488
6489,6489,150000.0,0.3814743394353285,-0.2691240729006855,5,R2025-06489
6490,6490,141635.687732342,0.3535020250028911,0.020073901293496,0,R2020-06490
6491,6491,159751.8133129304,0.1631836986838117,0.1908221875098682,1,R2018-06491
6492,6492,47811.76470588236,0.3724971102438001,-0.1975462213280567,0,R2017-06492
6493,6493,59764.705882352944,0.2907558698234403,-0.0515088126305926,0,R2017-06493
6494,6494,29150.72685539404,0.4110970412491608,-0.0098321568100113,0,R2018-06494
6495,6495,59764.705882352944,0.3706029505929126,0.0507484218875836,0,R2017-06495
6496,6496,51255.60538116592,0.4094854505168746,0.0007404060208974,0,R2019-06496
6497,6497,59764.705882352944,0.3871956429308583,-0.2084952446927713,0,R2017-06497
6498,6498,5830.145371078807,0.2678285153718858,0.6298109897573639,3,R2018-06498
6499,6499,4664.116296863046,0.1909376250728504,0.1381484528426904,1,R2018-06499
6500,6500,45560.53811659192,0.2784273764206871,0.0680437145009989,0,R2019-06500
6501,6501,23905.88235294118,0.1998032288880537,0.0108410482995341,1,R2017-06501
6502,6502,88798.25200291332,0.4219308486809111,-0.1214285437326906,0,R2021-06502
6503,6503,23320.58148431523,0.3974947116977937,-0.0883991439326912,0,R2018-06503
6504,6504,56178.82352941176,0.3788052144927251,-0.0971124691827794,0,R2017-06504
6505,6505,29882.352941176472,0.3420069336777688,0.0218176972761388,0,R2017-06505
6506,6506,35858.82352941176,0.43147422813755,-0.0469677032978225,0,R2017-06506
6507,6507,33992.56505576208,0.413256132124675,0.0495983933016724,0,R2020-06507
6508,6508,126225.7249070632,0.3172270547189292,0.5652278579318655,3,R2020-06508
6509,6509,56950.67264573991,0.2113585819437968,0.0132834348560107,1,R2019-06509
6510,6510,40811.01759755165,0.4284527531486262,0.0354122103377279,0,R2018-06510
6511,6511,62501.70881749829,0.1775657282027498,0.2151425280160614,1,R2022-06511
6512,6512,16649.67225054625,0.2438722647949374,0.0834816331360056,0,R2021-06512
